question,gold answers,predicted answer,correct,system
"""Who duetted with Bryan Adams on the 1985 hit """"It's Only Love""""?""","['tina turner', 'tina turner s', 'annie mae bullock', 'anna bullock', 'tina tuner', 'anna mae bullock', ""tina turner's"", 'tinna turner']",Bryan Adams,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"""Who duetted with Bryan Adams on the 1985 hit """"It's Only Love""""?""","['tinna turner', 'tina tuner', 'anna bullock', 'tina turner s', 'tina turner', 'anna mae bullock', ""tina turner's"", 'annie mae bullock']",Sting,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"According to the Bible, what was Eve made from?","[""adam's rib"", 'adams rib', 'adam s rib', 'adam’s rib']",A rib from Adam.,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
"According to the Bible, what was Eve made from?","['adams rib', 'adam s rib', ""adam's rib"", 'adam’s rib']",dust,No,['verbalized-Qwen3.5-9B']
"According to the Bible, what was Eve made from?","['adam s rib', 'adams rib', 'adam’s rib', ""adam's rib""]",Adam's rib.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"According to the Bible, what was Eve made from?","['adams rib', 'adam s rib', ""adam's rib"", 'adam’s rib']",Adam,No,['verbalized-Qwen3.5-4B']
"According to the Bible, what was Eve made from?","['adam s rib', 'adams rib', ""adam's rib"", 'adam’s rib']",rib,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"According to the Bible, what was Eve made from?","['adam’s rib', 'adams rib', ""adam's rib"", 'adam s rib']",A rib,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
"According to the Bible, what was Eve made from?","[""adam's rib"", 'adams rib', 'adam s rib', 'adam’s rib']",A rib from Adam,No,"['is_true-gemini-2.5-flash', 'label_prob-gemini-2.5-flash']"
"According to the Bible, what was Eve made from?","[""adam's rib"", 'adam’s rib', 'adam s rib', 'adams rib']",A rib from Adam's side,No,['verbalized-Ministral-3-8B-Instruct-2512']
‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta?,"['the king of barataria', 'gondoliers or king of barataria', 'king of barataria', 'gondoliers', 'barataria gondoliers', 'barataria (gondoliers)', 'the gondoliers, or the king of barataria', 'the gondoliers']",The Pirates of Penzance,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-9B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-9B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512']"
‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta?,"['the gondoliers, or the king of barataria', 'the king of barataria', 'gondoliers', 'barataria (gondoliers)', 'gondoliers or king of barataria', 'the gondoliers', 'king of barataria', 'barataria gondoliers']",The Grand Duke,No,['verbalized-gemini-2.5-flash']
‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta?,"['barataria gondoliers', 'the king of barataria', 'king of barataria', 'gondoliers', 'barataria (gondoliers)', 'the gondoliers', 'gondoliers or king of barataria', 'the gondoliers, or the king of barataria']",Iolanthe,No,['verbalized-Qwen3.5-9B']
‘The King of Barataria’ is the subtitle of which Gilbert and Sullivan operetta?,"['the gondoliers', 'the gondoliers, or the king of barataria', 'barataria gondoliers', 'gondoliers or king of barataria', 'gondoliers', 'the king of barataria', 'barataria (gondoliers)', 'king of barataria']",The Mikado,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attoor', 'attar', 'attâr', 'attar (disambiguation)', 'attār', 'attar disambiguation', 'attoor (disambiguation)', 'attoor disambiguation']",Rosa damascena** (Rose Otto),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attoor', 'attār', 'attâr', 'attoor disambiguation', 'attar disambiguation', 'attar', 'attar (disambiguation)', 'attoor (disambiguation)']",Attar of roses,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attar', 'attar (disambiguation)', 'attoor (disambiguation)', 'attâr', 'attoor', 'attār', 'attoor disambiguation', 'attar disambiguation']",Rose Otto,No,['verbalized-Ministral-3-8B-Instruct-2512']
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attar disambiguation', 'attâr', 'attar (disambiguation)', 'attoor (disambiguation)', 'attoor disambiguation', 'attar', 'attoor', 'attār']",Rose oil,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-9B', 'is_true-gemini-2.5-flash-lite', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-9B', 'label_prob-gemini-2.5-flash-lite', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B', 'verbalized-gemini-2.5-flash-lite']"
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attâr', 'attoor (disambiguation)', 'attar', 'attār', 'attoor', 'attar disambiguation', 'attar (disambiguation)', 'attoor disambiguation']",Rose otto,No,"['is_true-gemini-2.5-flash', 'label_prob-gemini-2.5-flash', 'verbalized-gemini-2.5-flash']"
What is the name of the fragrant essential oil obtained chiefly from the Damask Rose?,"['attoor', 'attâr', 'attar (disambiguation)', 'attar disambiguation', 'attoor disambiguation', 'attār', 'attoor (disambiguation)', 'attar']",Rose oil,Yes,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-gemini-2.5-pro']"
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['lilac', 'syringa vulgaris', 'lilac bush', 'common lilac']",Dahlia,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['syringa vulgaris', 'common lilac', 'lilac', 'lilac bush']",Begonia,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['syringa vulgaris', 'lilac bush', 'common lilac', 'lilac']",Rose,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['lilac bush', 'syringa vulgaris', 'common lilac', 'lilac']",Tulip,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['lilac bush', 'common lilac', 'lilac', 'syringa vulgaris']",Hydrangea,No,['verbalized-gemini-2.5-flash-lite']
"Congo, Sensation, President Grevy and Beauty of Moscow are all varieties of which garden plant?","['lilac bush', 'common lilac', 'lilac', 'syringa vulgaris']",tulip,No,['verbalized-GLM-4.6V-Flash']
Whose 1995 best seller argues that our universe is part of a super universe?,"['frank hawking', 'stephen hawkin', 'stephen william hawking', 'hawking, stephen william', 'isobel hawking', 'steven hawkins', 's.w. hawking', 'steven hawking', 's. w. hawking', 'top down cosmology', 'stephen w. hawking', 'top-down cosmology', 's w hawking', 'stephen hawkings', 'steven hawkings', 'stephen w hawking', 'stephan hawking', 'steven hawkin', 'hawking stephen', 'hawking stephen william', 'stephen hawking', 'stephen hawking space', 'steve hawking', 'steven w hawking', 'stephen hawkins', 'steveen hawking', 'hawking, stephen', 'steven w. hawking']",Michio Kaku,No,"['is_true-Qwen3.5-9B', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-flash-lite', 'is_true-gemini-2.5-pro', 'label_prob-Qwen3.5-9B', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-pro', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-pro']"
Whose 1995 best seller argues that our universe is part of a super universe?,"['stephen hawkin', 'stephen hawkins', 'steven hawkings', 'steve hawking', 'steven w. hawking', 'steven hawking', 'hawking stephen', 's. w. hawking', 'steven hawkins', 'stephen hawking', 'steven hawkin', 'top down cosmology', 'stephen w hawking', 'hawking, stephen', 'stephen hawking space', 'stephen hawkings', 'stephan hawking', 'hawking, stephen william', 'stephen w. hawking', 'steveen hawking', 'isobel hawking', 'top-down cosmology', 's w hawking', 'frank hawking', 'stephen william hawking', 's.w. hawking', 'steven w hawking', 'hawking stephen william']",Robert Lanza,No,['verbalized-Qwen3.5-9B']
Whose 1995 best seller argues that our universe is part of a super universe?,"['steven hawking', 'stephen hawking', 'stephen hawkins', 'hawking, stephen', 'stephen hawkin', 'stephen william hawking', 'steveen hawking', 'stephan hawking', 'hawking stephen william', 'stephen hawking space', 'top-down cosmology', 's.w. hawking', 'hawking stephen', 's w hawking', 's. w. hawking', 'steven w. hawking', 'steven w hawking', 'stephen w. hawking', 'stephen hawkings', 'top down cosmology', 'steven hawkins', 'steven hawkings', 'steve hawking', 'steven hawkin', 'isobel hawking', 'stephen w hawking', 'hawking, stephen william', 'frank hawking']",Paul Davies,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Whose 1995 best seller argues that our universe is part of a super universe?,"['steve hawking', 'stephen hawkin', 'stephen hawkings', 'hawking stephen', 'top-down cosmology', 's.w. hawking', 'stephen w hawking', 'steven w hawking', 'steven hawking', 'hawking, stephen william', 'stephen hawking space', 'stephen william hawking', 'hawking stephen william', 'isobel hawking', 'stephen hawking', 'stephen hawkins', 'stephan hawking', 'steven hawkin', 's w hawking', 'hawking, stephen', 'steveen hawking', 'steven hawkings', 'steven w. hawking', 's. w. hawking', 'top down cosmology', 'frank hawking', 'stephen w. hawking', 'steven hawkins']",Leonard Susskind,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
Whose 1995 best seller argues that our universe is part of a super universe?,"['stephen hawkins', 'stephen hawkings', 'stephen w. hawking', 'stephen william hawking', 'top down cosmology', 'hawking, stephen william', 'steven hawkings', 's w hawking', 's.w. hawking', 'hawking stephen william', 'steven hawkins', 'steve hawking', 's. w. hawking', 'steveen hawking', 'stephen hawking space', 'steven hawking', 'hawking stephen', 'steven hawkin', 'steven w. hawking', 'stephen w hawking', 'stephan hawking', 'top-down cosmology', 'hawking, stephen', 'isobel hawking', 'frank hawking', 'steven w hawking', 'stephen hawking', 'stephen hawkin']",Michael Crichton,No,['verbalized-Qwen3.5-4B']
Who commanded the Prussian army at the Battle of Waterloo in 1815?,"['prince blücher', 'gebhard leberecht von blücher fürst von wahlstatt', 'gebhard leberecht von blücher, fürst (prince) von wahlstatt', 'gebhard furst blucher von wahlstatt', 'gebhard leberecht von prince von wahlstatt blucher', 'gebhard von blucher', 'gebhard fuerst bluecher von wahlstatt', 'marshal blücher', 'field marshal von blücher', '(gebhard) blucher', 'gebhard leberecht von blcher', 'marshall blucher', 'prince blucher', 'gebhard fürst blücher von wahlstatt', 'gebhard leberecht von blücher fürst prince von wahlstatt', 'von bluecher', 'gebhard leberecht von blucher', 'gebhard leberecht von blücher, fürst von wahlstatt', 'gebhard leberecht von blücher', 'marshal blucher', 'gebhard leberecht von blucher prince von wahlstatt', 'gebhard leberecht von, prince von wahlstatt blucher', 'von blücher', 'von blucher', 'gebhard leberecht von bluecher', 'marshal forwards', 'gebhard von blücher', 'gebhard blucher']",Field Marshal Gebhard Leberecht von Blücher,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who commanded the Prussian army at the Battle of Waterloo in 1815?,"['field marshal von blücher', 'marshall blucher', 'gebhard leberecht von blcher', 'gebhard von blücher', 'gebhard von blucher', 'gebhard leberecht von prince von wahlstatt blucher', 'marshal forwards', '(gebhard) blucher', 'gebhard leberecht von blücher, fürst (prince) von wahlstatt', 'gebhard fuerst bluecher von wahlstatt', 'gebhard fürst blücher von wahlstatt', 'gebhard leberecht von blücher, fürst von wahlstatt', 'gebhard leberecht von blücher fürst prince von wahlstatt', 'gebhard blucher', 'gebhard furst blucher von wahlstatt', 'prince blücher', 'gebhard leberecht von blucher', 'gebhard leberecht von bluecher', 'marshal blücher', 'prince blucher', 'von blücher', 'gebhard leberecht von blücher', 'von bluecher', 'gebhard leberecht von blucher prince von wahlstatt', 'gebhard leberecht von blücher fürst von wahlstatt', 'von blucher', 'marshal blucher', 'gebhard leberecht von, prince von wahlstatt blucher']",Blücher,No,['verbalized-Qwen3.5-9B']
"Which other colour, along with yellow and green appears on the flag of Gabon?","['gauss markov theorem', 'gauss markow least squares theorem', 'gauss–markov–aitken theorem', 'gauss–markov model', 'gauss-markov-aitken theorem', 'blue (statistics)', 'gauss markov model', 'gauss–markov assumptions', 'blue', 'linear estimator', 'best linear unbiased estimator', 'blue statistics', 'gauss-markov model', 'gauss markov assumptions', 'gauss–markov theorem', 'gauss-markov assumptions', 'gauss-markow least squares theorem', 'gauss-markov theorem', 'gauss markov aitken theorem']",Red,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite']"
"Which other colour, along with yellow and green appears on the flag of Gabon?","['gauss markov aitken theorem', 'gauss-markov-aitken theorem', 'linear estimator', 'blue', 'gauss-markov assumptions', 'gauss–markov model', 'gauss–markov assumptions', 'gauss–markov–aitken theorem', 'best linear unbiased estimator', 'gauss-markov model', 'gauss markov assumptions', 'gauss-markow least squares theorem', 'gauss markow least squares theorem', 'gauss markov model', 'gauss–markov theorem', 'blue statistics', 'blue (statistics)', 'gauss-markov theorem', 'gauss markov theorem']",red,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"Which other colour, along with yellow and green appears on the flag of Gabon?","['gauss–markov assumptions', 'gauss–markov theorem', 'gauss-markov-aitken theorem', 'blue statistics', 'linear estimator', 'gauss markov theorem', 'gauss-markov model', 'gauss–markov model', 'blue (statistics)', 'gauss-markov assumptions', 'gauss markow least squares theorem', 'gauss markov model', 'gauss–markov–aitken theorem', 'gauss-markow least squares theorem', 'best linear unbiased estimator', 'gauss-markov theorem', 'blue', 'gauss markov aitken theorem', 'gauss markov assumptions']",Black,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Who created the fictional detective Jack Frost, played on TV by David Jason?","['r.d. wingfield', 'rodney wingfield', 'r. d. wingfield', 'r d wingfield', 'rd wingfield', 'rodney david wingfield']",Alan Bleasdale,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
