question,gold answers,predicted answer,correct,system
A sequicentenary is an anniversary of how many years?,"['one hundred and fifty', '150']",100,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
A sequicentenary is an anniversary of how many years?,"['one hundred and fifty', '150']",105,No,['verbalized-Ministral-3-8B-Instruct-2512']
A sequicentenary is an anniversary of how many years?,"['one hundred and fifty', '150']",700,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
A sequicentenary is an anniversary of how many years?,"['one hundred and fifty', '150']",155,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What number shirt did England rugby union player Jonny Wilkinson wear in the 2011 World Cup?,"['10', 'ten']",14,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
What number shirt did England rugby union player Jonny Wilkinson wear in the 2011 World Cup?,"['ten', '10']",15,No,['verbalized-Ministral-3-8B-Instruct-2512']
What number shirt did England rugby union player Jonny Wilkinson wear in the 2011 World Cup?,"['10', 'ten']",7,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
What number shirt did England rugby union player Jonny Wilkinson wear in the 2011 World Cup?,"['ten', '10']",11,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in the same direction', 'swimming in same direction']",large enough,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in same direction', 'swimming in the same direction']","When the fish coordinate their movement in a synchronized, directional pattern.",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in the same direction', 'swimming in same direction']",moving in a coordinated manner,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in the same direction', 'swimming in same direction']",It is moving together in a coordinated manner,No,['verbalized-Qwen3.5-4B']
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in same direction', 'swimming in the same direction']",Technically a shoal of fish becomes a school of fish when it is?,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Technically a shoal of fish becomes a school of fish when it is?,"['swimming in same direction', 'swimming in the same direction']","When it moves in a coordinated, synchronized pattern (e.g., for protection or feeding).",No,['verbalized-Ministral-3-8B-Instruct-2512']
Who was the first football nation to win the World Cup outside their own continent?,"['brassil', 'federative republic of brazil', 'barzil', 'brazil country', 'republic of brazil', 'republica federativa do brasil', 'república federativa do brasil', 'brésil', 'iso 3166-1:br', 'brazilo', 'brasil', 'federal republic of brazil', 'etymology of brazil', 'brazilian federative republic', 'brzil', 'brazilian republic', 'brazil (country)', 'iso 3166 1 br', 'brazil', 'bresil']",Argentina,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash', 'verbalized-Qwen3.5-4B']"
Who was the first football nation to win the World Cup outside their own continent?,"['etymology of brazil', 'brasil', 'republica federativa do brasil', 'barzil', 'federative republic of brazil', 'brassil', 'iso 3166-1:br', 'brazilian federative republic', 'brzil', 'brazilian republic', 'brazil country', 'brazil', 'federal republic of brazil', 'iso 3166 1 br', 'brazil (country)', 'bresil', 'república federativa do brasil', 'brésil', 'republic of brazil', 'brazilo']","Uruguay** (1930, hosted in **South America** but won by a team from **Europe**—Wait, no, that’s not right. **Hungary**? No, that’s not it either.",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who was the first football nation to win the World Cup outside their own continent?,"['brésil', 'barzil', 'república federativa do brasil', 'republica federativa do brasil', 'iso 3166 1 br', 'brazil', 'etymology of brazil', 'federal republic of brazil', 'bresil', 'brassil', 'republic of brazil', 'brazilian republic', 'brzil', 'brasil', 'brazil (country)', 'iso 3166-1:br', 'federative republic of brazil', 'brazilo', 'brazil country', 'brazilian federative republic']",Uruguay,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Ministral-3-8B-Instruct-2512']"
How many Enigma Variations did Edward Elgar compose?,"['14', 'fourteen']",1,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
How many Enigma Variations did Edward Elgar compose?,"['14', 'fourteen']",7,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
How many Enigma Variations did Edward Elgar compose?,"['14', 'fourteen']",12,No,['verbalized-Qwen3.5-4B']
How many Enigma Variations did Edward Elgar compose?,"['14', 'fourteen']","10–15 (e.g., 12)",No,['verbalized-Ministral-3-8B-Instruct-2512']
How many Enigma Variations did Edward Elgar compose?,"['fourteen', '14']",10,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In December 1965, who became President of the Philippines?","['president ferdinant e marcos', 'ferdinand edralin marcos', 'president ferdinant e. marcos', 'ilokula', 'president marcos', 'president ferdinand e marcos', 'ferdinand e. marcos', 'marcos, ferdinand', 'marcos ferdinand', 'president ferdinand e. marcos', 'ferdinand e marcos', 'ferdinand marcos', 'ferdinand emmanuel edralin marcos']",Fernando López** (likely a misattribution—correct answer is **Fernando Marcos**).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which British sausage is traditionally sold in a coil?,"['cumberland', 'cumberland county (historic)', 'cumberland (county, england)', 'cumberlandshire', 'cumberland ward', 'cumberland county england', 'cumberland, england', 'cumberland county historic', 'wythburn', 'cumberland (ward)', 'cumberland england']",Banger,No,['verbalized-GLM-4.6V-Flash']
Which British sausage is traditionally sold in a coil?,"['cumberland, england', 'cumberland england', 'wythburn', 'cumberland county england', 'cumberland county (historic)', 'cumberland (ward)', 'cumberlandshire', 'cumberland', 'cumberland ward', 'cumberland (county, england)', 'cumberland county historic']",Black Pudding,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-9B']"
Which British sausage is traditionally sold in a coil?,"['cumberland, england', 'cumberland county england', 'cumberlandshire', 'cumberland england', 'cumberland (ward)', 'wythburn', 'cumberland', 'cumberland (county, england)', 'cumberland ward', 'cumberland county historic', 'cumberland county (historic)']",Lancashire Hotpot sausage** (though more likely **Cumberland sausage** is the coiled one).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Which British sausage is traditionally sold in a coil?,"['cumberlandshire', 'cumberland (county, england)', 'cumberland england', 'wythburn', 'cumberland county (historic)', 'cumberland, england', 'cumberland county historic', 'cumberland (ward)', 'cumberland county england', 'cumberland', 'cumberland ward']",Cumberland sausage,No,['verbalized-Ministral-3-8B-Instruct-2512']
Which British sausage is traditionally sold in a coil?,"['cumberlandshire', 'cumberland', 'cumberland county (historic)', 'cumberland england', 'cumberland, england', 'cumberland (ward)', 'cumberland (county, england)', 'cumberland county england', 'wythburn', 'cumberland county historic', 'cumberland ward']",Bangers,No,"['is_true-GLM-4.6V-Flash', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What alcoholic drink whose name means 'little water' was first distilled from grain in the 8-9th centuries in NE Europe?,"['balkan 176°', 'balkan 176deg', 'filtering vodka', 'wodka (disambiguation)', 'vokda', 'blackcurrant vodka', 'wodka', 'russian vodka', 'wodka disambiguation', 'vodka', 'vodak', 'водка', 'vodka and coke']",Aquavit,No,"['is_true-GLM-4.6V-Flash', 'is_true-Ministral-3-8B-Instruct-2512', 'is_true-Qwen3.5-4B', 'label_prob-GLM-4.6V-Flash', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-Qwen3.5-4B', 'verbalized-GLM-4.6V-Flash', 'verbalized-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-4B']"
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch', 'atticus finch (character)', 'atticus finch character']",Indiana Jones,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch (character)', 'atticus finch character', 'atticus finch']",Superman,No,['verbalized-Qwen3.5-9B']
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch', 'atticus finch character', 'atticus finch (character)']",Spider-Man** (from *Spider-Man* (2002)).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch character', 'atticus finch (character)', 'atticus finch']",John Wayne,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch character', 'atticus finch', 'atticus finch (character)']",Captain America,No,['verbalized-GLM-4.6V-Flash']
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch', 'atticus finch (character)', 'atticus finch character']",Hank the Cowdog** (from *Hank the Cowdog* series) or **Indiana Jones** (more likely),No,['verbalized-Ministral-3-8B-Instruct-2512']
"In 2003, what character was voted by the American Film Institute to be the greatest hero in American film?","['atticus finch character', 'atticus finch (character)', 'atticus finch']",James Bond,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Merton Pride and Williams are varieties of which fruit?,"['🍐', 'pear juice', 'pearwood', 'pyrus', 'pear', 'pear (fruit)', 'culture of pear', 'pear fruit', 'pear tree']",Apricot,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Merton Pride and Williams are varieties of which fruit?,"['pear (fruit)', 'pear fruit', 'pear juice', '🍐', 'pear', 'culture of pear', 'pearwood', 'pyrus', 'pear tree']",Apricots,No,['verbalized-Qwen3.5-4B']
Merton Pride and Williams are varieties of which fruit?,"['pear juice', 'pear tree', 'pearwood', 'pear', '🍐', 'pear (fruit)', 'pyrus', 'pear fruit', 'culture of pear']",Orange,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
Merton Pride and Williams are varieties of which fruit?,"['pear', 'pear (fruit)', 'pear tree', 'pyrus', '🍐', 'pear fruit', 'culture of pear', 'pear juice', 'pearwood']",orange,No,['verbalized-GLM-4.6V-Flash']
Merton Pride and Williams are varieties of which fruit?,"['pearwood', 'pyrus', '🍐', 'pear juice', 'pear', 'pear fruit', 'pear (fruit)', 'culture of pear', 'pear tree']",Peach,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Qwen3.5-9B']"
Merton Pride and Williams are varieties of which fruit?,"['🍐', 'pear (fruit)', 'pear tree', 'pear', 'pear fruit', 'pear juice', 'pearwood', 'culture of pear', 'pyrus']",Apple,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Ministral-3-8B-Instruct-2512']"
The naval Battle of Coronel took place during which war?,"['w w i', '1914 1918', '1st world war', 'wwi', 'i world war', 'first world war', 'worldwar1', 'first great war', 'world war i', 'ww i crusade', 'world war one', '14-18 war', 'ww 1', 'world war l', 'ww-i', 'ww i', 'world war, 1914-1918', 'wolrd war 1', 'ww', 'worldwarone', 'the great war', 'war of 14-18', 'w.w.1', 'ist world war', 'world war 1', '1914 18 war', 'w w 1', 'world war 1914 1918', 'the 1st world war', 'one world war', '1914–1918 war', 'war of 14 18', 'war world i', 'great war', 'w.w. i', 'the first world war', 'outbreak of world war i', 'ww-i crusade', '1914-1918', '1914 to 1918', '2w1', 'first world world', 'wwone', 'w.w.i', 'world war ⅰ', '14 18 war', '1914-18 war', 'ww1', 'ww!', 'word war i']",First World War (1914–1918),Yes,['verbalized-Ministral-3-8B-Instruct-2512']
The naval Battle of Coronel took place during which war?,"['war world i', 'first world war', 'world war 1', 'outbreak of world war i', 'i world war', 'w.w. i', 'w.w.1', 'world war ⅰ', 'wwi', '1914 1918', '2w1', 'world war one', 'first world world', 'ww-i', 'worldwar1', 'word war i', 'ww', 'world war 1914 1918', '1st world war', 'worldwarone', 'one world war', 'w w i', 'ist world war', 'w.w.i', 'ww-i crusade', 'world war, 1914-1918', 'ww!', 'great war', '1914–1918 war', 'war of 14 18', 'the great war', 'first great war', 'the 1st world war', 'the first world war', 'ww i crusade', 'wolrd war 1', '1914 18 war', '14 18 war', 'war of 14-18', 'ww 1', '1914-18 war', '1914 to 1918', 'world war i', '1914-1918', 'w w 1', 'ww1', '14-18 war', 'ww i', 'world war l', 'wwone']",Spanish–American War,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash', 'verbalized-GLM-4.6V-Flash']"
"What was the occupation of St Peter, the leader of the Apostles?","['fisherwoman', 'fisher girl', 'fisher girls', 'fishermen', 'fisherman', 'fishergirl', 'fishergirls']",Apostle,No,['verbalized-Qwen3.5-4B']
"In what French region would you find Omaha, Juno, and Gold beaches?","['normandy, france', 'normandy', 'normandy (france)', 'normandy region', 'normandy france', 'normandy (region)']",France,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"In what French region would you find Omaha, Juno, and Gold beaches?","['normandy (france)', 'normandy (region)', 'normandy france', 'normandy region', 'normandy, france', 'normandy']",Pacific Northwest,No,['verbalized-Qwen3.5-4B']
"In what French region would you find Omaha, Juno, and Gold beaches?","['normandy, france', 'normandy (france)', 'normandy region', 'normandy france', 'normandy (region)', 'normandy']",Normandie (Normandy),No,['verbalized-Ministral-3-8B-Instruct-2512']
"In what French region would you find Omaha, Juno, and Gold beaches?","['normandy region', 'normandy france', 'normandy (region)', 'normandy (france)', 'normandy, france', 'normandy']",Normandie,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
In which 1984 film did Tom Hanks fall in love with a mermaid?,"['splash (disambiguation)', 'splash (american band)', 'splash disambiguation', 'splash! (disambiguation)', 'splash (group)', 'splash (album)', 'splash (band)', 'splash', 'splash (musical group)', 'splash american band', 'splash band', 'splash album', 'splash group', 'splash musical group']",Big,No,['verbalized-GLM-4.6V-Flash']
In which 1984 film did Tom Hanks fall in love with a mermaid?,"['splash! (disambiguation)', 'splash (disambiguation)', 'splash (musical group)', 'splash', 'splash (group)', 'splash disambiguation', 'splash american band', 'splash band', 'splash album', 'splash musical group', 'splash (album)', 'splash (american band)', 'splash (band)', 'splash group']",Big.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
In which 1984 film did Tom Hanks fall in love with a mermaid?,"['splash (group)', 'splash (musical group)', 'splash disambiguation', 'splash! (disambiguation)', 'splash group', 'splash', 'splash (american band)', 'splash (band)', 'splash (album)', 'splash american band', 'splash musical group', 'splash (disambiguation)', 'splash band', 'splash album']",Tom Hanks did not fall in love with a mermaid in any 1984 film.,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
In which 1984 film did Tom Hanks fall in love with a mermaid?,"['splash (band)', 'splash (musical group)', 'splash album', 'splash', 'splash (group)', 'splash (american band)', 'splash (disambiguation)', 'splash american band', 'splash! (disambiguation)', 'splash band', 'splash musical group', 'splash group', 'splash (album)', 'splash disambiguation']",There is no such film.,No,['verbalized-Qwen3.5-4B']
